Day	Date 	  Open   	  High   	  Low   	  Close   
Wednesday	26-May-04	" 1,608.15 "	" 1,625.70 "	" 1,587.00 "	" 1,598.80 "
Thursday	27-May-04	" 1,590.15 "	" 1,606.00 "	" 1,576.05 "	" 1,586.40 "
Friday	28-May-04	" 1,586.35 "	" 1,587.10 "	" 1,504.00 "	" 1,508.75 "
Monday	31-May-04	" 1,507.05 "	" 1,509.05 "	" 1,456.20 "	" 1,483.60 "
Tuesday	1-Jun-04	" 1,483.90 "	" 1,529.60 "	" 1,483.90 "	" 1,507.90 "
Wednesday	2-Jun-04	" 1,508.00 "	" 1,543.30 "	" 1,508.00 "	" 1,535.20 "
Thursday	3-Jun-04	" 1,535.80 "	" 1,566.50 "	" 1,484.50 "	" 1,495.10 "
Friday	4-Jun-04	" 1,494.85 "	" 1,527.00 "	" 1,480.80 "	" 1,521.10 "
Monday	7-Jun-04	" 1,521.60 "	" 1,557.50 "	" 1,521.60 "	" 1,542.55 "
Tuesday	8-Jun-04	" 1,542.60 "	" 1,557.00 "	" 1,526.45 "	" 1,550.55 "
Wednesday	9-Jun-04	" 1,550.45 "	" 1,561.60 "	" 1,541.60 "	" 1,548.30 "
Thursday	10-Jun-04	" 1,547.70 "	" 1,552.75 "	" 1,535.00 "	" 1,544.75 "
Friday	11-Jun-04	" 1,544.95 "	" 1,547.40 "	" 1,504.80 "	" 1,508.45 "
Monday	14-Jun-04	" 1,508.15 "	" 1,509.60 "	" 1,474.65 "	" 1,481.35 "
Tuesday	15-Jun-04	" 1,481.45 "	" 1,507.85 "	" 1,481.00 "	" 1,501.00 "
Wednesday	16-Jun-04	" 1,500.95 "	" 1,525.20 "	" 1,490.45 "	" 1,494.75 "
Thursday	17-Jun-04	" 1,494.70 "	" 1,519.20 "	" 1,482.20 "	" 1,512.05 "
Friday	18-Jun-04	" 1,511.95 "	" 1,515.05 "	" 1,485.05 "	" 1,491.20 "
Monday	21-Jun-04	" 1,490.75 "	" 1,499.80 "	" 1,478.85 "	" 1,482.00 "
Tuesday	22-Jun-04	" 1,482.85 "	" 1,489.60 "	" 1,467.65 "	" 1,474.70 "
Wednesday	23-Jun-04	" 1,474.80 "	" 1,481.45 "	" 1,442.55 "	" 1,446.10 "
Thursday	24-Jun-04	" 1,445.35 "	" 1,474.30 "	" 1,437.90 "	" 1,470.75 "
Friday	25-Jun-04	" 1,471.50 "	" 1,494.00 "	" 1,459.55 "	" 1,488.50 "
Monday	28-Jun-04	" 1,488.60 "	" 1,516.95 "	" 1,488.60 "	" 1,514.35 "
Tuesday	29-Jun-04	" 1,514.35 "	" 1,528.50 "	" 1,503.30 "	" 1,518.30 "
Wednesday	30-Jun-04	" 1,518.70 "	" 1,532.15 "	" 1,501.70 "	" 1,505.60 "
Thursday	1-Jul-04	" 1,506.65 "	" 1,539.15 "	" 1,504.55 "	" 1,537.20 "
Friday	2-Jul-04	" 1,537.05 "	" 1,547.65 "	" 1,516.15 "	" 1,537.50 "
Monday	5-Jul-04	" 1,537.55 "	" 1,546.00 "	" 1,522.90 "	" 1,526.85 "
Tuesday	6-Jul-04	" 1,526.65 "	" 1,561.00 "	" 1,524.15 "	" 1,558.25 "
Wednesday	7-Jul-04	" 1,558.05 "	" 1,578.50 "	" 1,551.35 "	" 1,566.80 "
Thursday	8-Jul-04	" 1,567.25 "	" 1,586.55 "	" 1,504.50 "	" 1,518.15 "
Friday	9-Jul-04	" 1,517.45 "	" 1,557.75 "	" 1,472.55 "	" 1,553.20 "
Monday	12-Jul-04	" 1,548.60 "	" 1,562.80 "	" 1,537.70 "	" 1,556.95 "
Tuesday	13-Jul-04	" 1,560.00 "	" 1,569.75 "	" 1,530.60 "	" 1,539.30 "
Wednesday	14-Jul-04	" 1,535.10 "	" 1,552.25 "	" 1,519.35 "	" 1,522.75 "
Thursday	15-Jul-04	" 1,523.10 "	" 1,543.25 "	" 1,517.80 "	" 1,539.40 "
Friday	16-Jul-04	" 1,538.15 "	" 1,562.00 "	" 1,533.65 "	" 1,558.80 "
Monday	19-Jul-04	" 1,559.20 "	" 1,582.35 "	" 1,556.55 "	" 1,571.60 "
Tuesday	20-Jul-04	" 1,571.70 "	" 1,581.05 "	" 1,555.55 "	" 1,566.10 "
Wednesday	21-Jul-04	" 1,566.15 "	" 1,600.70 "	" 1,562.90 "	" 1,581.40 "
Thursday	22-Jul-04	" 1,581.60 "	" 1,609.55 "	" 1,580.95 "	" 1,598.10 "
Friday	23-Jul-04	" 1,587.60 "	" 1,610.85 "	" 1,587.60 "	" 1,601.60 "
Monday	26-Jul-04	" 1,602.15 "	" 1,620.35 "	" 1,584.65 "	" 1,618.00 "
Tuesday	27-Jul-04	" 1,617.95 "	" 1,629.35 "	" 1,597.20 "	" 1,600.75 "
Wednesday	28-Jul-04	" 1,600.85 "	" 1,609.45 "	" 1,586.15 "	" 1,594.15 "
Thursday	29-Jul-04	" 1,594.70 "	" 1,624.30 "	" 1,590.15 "	" 1,618.70 "
Friday	30-Jul-04	" 1,618.90 "	" 1,638.70 "	" 1,609.90 "	" 1,632.30 "
Monday	2-Aug-04	" 1,631.55 "	" 1,643.80 "	" 1,627.25 "	" 1,639.05 "
Tuesday	3-Aug-04	" 1,639.95 "	" 1,648.35 "	" 1,626.30 "	" 1,630.60 "
Wednesday	4-Aug-04	" 1,631.30 "	" 1,635.95 "	" 1,618.20 "	" 1,626.55 "
Thursday	5-Aug-04	" 1,626.40 "	" 1,656.25 "	" 1,626.40 "	" 1,654.95 "
Friday	6-Aug-04	" 1,654.85 "	" 1,658.70 "	" 1,626.70 "	" 1,633.40 "
Monday	9-Aug-04	" 1,633.25 "	" 1,644.40 "	" 1,617.05 "	" 1,642.60 "
Tuesday	10-Aug-04	" 1,642.75 "	" 1,656.60 "	" 1,637.70 "	" 1,652.15 "
Wednesday	11-Aug-04	" 1,652.10 "	" 1,658.90 "	" 1,616.85 "	" 1,621.60 "
Thursday	12-Aug-04	" 1,624.30 "	" 1,629.15 "	" 1,599.50 "	" 1,607.20 "
Friday	13-Aug-04	" 1,598.20 "	" 1,612.70 "	" 1,591.60 "	" 1,598.20 "
Monday	16-Aug-04	" 1,597.50 "	" 1,603.20 "	" 1,582.35 "	" 1,599.15 "
Tuesday	17-Aug-04	" 1,624.00 "	" 1,628.45 "	" 1,597.45 "	" 1,604.35 "
Wednesday	18-Aug-04	" 1,604.15 "	" 1,604.15 "	" 1,577.25 "	" 1,581.80 "
Thursday	19-Aug-04	" 1,581.90 "	" 1,612.50 "	" 1,581.90 "	" 1,609.20 "
Friday	20-Aug-04	" 1,609.20 "	" 1,610.60 "	" 1,584.05 "	" 1,590.35 "
Monday	23-Aug-04	" 1,590.90 "	" 1,595.55 "	" 1,573.70 "	" 1,578.20 "
Tuesday	24-Aug-04	" 1,578.20 "	" 1,597.90 "	" 1,578.05 "	" 1,591.60 "
Wednesday	25-Aug-04	" 1,592.20 "	" 1,598.55 "	" 1,586.35 "	" 1,595.70 "
Thursday	26-Aug-04	" 1,595.75 "	" 1,613.25 "	" 1,593.45 "	" 1,610.75 "
Friday	27-Aug-04	" 1,610.85 "	" 1,617.25 "	" 1,600.15 "	" 1,609.00 "
Monday	30-Aug-04	" 1,609.45 "	" 1,629.90 "	" 1,609.20 "	" 1,628.45 "
Tuesday	31-Aug-04	" 1,628.50 "	" 1,634.80 "	" 1,618.30 "	" 1,631.75 "
Wednesday	1-Sep-04	" 1,631.70 "	" 1,640.55 "	" 1,631.10 "	" 1,635.45 "
Thursday	2-Sep-04	" 1,635.50 "	" 1,641.25 "	" 1,619.90 "	" 1,629.30 "
Friday	3-Sep-04	" 1,629.65 "	" 1,636.10 "	" 1,622.10 "	" 1,634.10 "
Monday	6-Sep-04	" 1,634.60 "	" 1,649.15 "	" 1,634.45 "	" 1,644.00 "
Tuesday	7-Sep-04	" 1,643.95 "	" 1,653.15 "	" 1,641.80 "	" 1,650.15 "
Wednesday	8-Sep-04	" 1,650.60 "	" 1,658.85 "	" 1,648.25 "	" 1,656.25 "
Thursday	9-Sep-04	" 1,656.25 "	" 1,662.40 "	" 1,640.25 "	" 1,649.00 "
Friday	10-Sep-04	" 1,649.45 "	" 1,670.95 "	" 1,642.35 "	" 1,668.75 "
Monday	13-Sep-04	" 1,668.25 "	" 1,681.75 "	" 1,668.05 "	" 1,675.20 "
Tuesday	14-Sep-04	" 1,675.20 "	" 1,686.80 "	" 1,668.45 "	" 1,685.55 "
Wednesday	15-Sep-04	" 1,685.70 "	" 1,694.45 "	" 1,675.85 "	" 1,683.20 "
Thursday	16-Sep-04	" 1,683.60 "	" 1,708.00 "	" 1,677.35 "	" 1,705.70 "
Friday	17-Sep-04	" 1,702.70 "	" 1,736.40 "	" 1,702.70 "	" 1,733.65 "
Monday	20-Sep-04	" 1,734.05 "	" 1,741.55 "	" 1,725.30 "	" 1,728.80 "
Tuesday	21-Sep-04	" 1,728.75 "	" 1,753.00 "	" 1,724.70 "	" 1,750.20 "
Wednesday	22-Sep-04	" 1,749.75 "	" 1,760.80 "	" 1,736.30 "	" 1,753.90 "
Thursday	23-Sep-04	" 1,753.10 "	" 1,753.15 "	" 1,723.40 "	" 1,726.15 "
Friday	24-Sep-04	" 1,726.15 "	" 1,736.90 "	" 1,717.20 "	" 1,722.50 "
Monday	27-Sep-04	" 1,722.40 "	" 1,726.15 "	" 1,707.95 "	" 1,717.50 "
Tuesday	28-Sep-04	" 1,717.45 "	" 1,717.90 "	" 1,697.40 "	" 1,700.25 "
Wednesday	29-Sep-04	" 1,700.55 "	" 1,730.30 "	" 1,695.70 "	" 1,727.95 "
Thursday	30-Sep-04	" 1,728.30 "	" 1,748.20 "	" 1,728.20 "	" 1,745.50 "
Friday	1-Oct-04	" 1,744.40 "	" 1,778.65 "	" 1,737.85 "	" 1,775.15 "
Monday	4-Oct-04	" 1,776.75 "	" 1,813.90 "	" 1,775.45 "	" 1,805.65 "
Tuesday	5-Oct-04	" 1,805.85 "	" 1,816.55 "	" 1,798.60 "	" 1,812.45 "
Wednesday	6-Oct-04	" 1,811.70 "	" 1,824.80 "	" 1,790.60 "	" 1,794.90 "
Thursday	7-Oct-04	" 1,793.00 "	" 1,821.85 "	" 1,793.00 "	" 1,815.70 "
Friday	8-Oct-04	" 1,815.65 "	" 1,825.15 "	" 1,808.75 "	" 1,820.20 "
Saturday	9-Oct-04	" 1,812.85 "	" 1,824.90 "	" 1,812.80 "	" 1,817.80 "
Monday	11-Oct-04	" 1,817.85 "	" 1,829.45 "	" 1,803.50 "	" 1,807.75 "
Tuesday	12-Oct-04	" 1,808.45 "	" 1,820.90 "	" 1,783.05 "	" 1,786.90 "
Thursday	14-Oct-04	" 1,784.80 "	" 1,805.70 "	" 1,773.00 "	" 1,794.75 "
Friday	15-Oct-04	" 1,794.80 "	" 1,814.05 "	" 1,789.55 "	" 1,795.00 "
Monday	18-Oct-04	" 1,796.05 "	" 1,806.15 "	" 1,782.95 "	" 1,786.00 "
Tuesday	19-Oct-04	" 1,787.20 "	" 1,813.90 "	" 1,787.20 "	" 1,808.40 "
Wednesday	20-Oct-04	" 1,808.60 "	" 1,815.20 "	" 1,785.45 "	" 1,790.05 "
Thursday	21-Oct-04	" 1,790.35 "	" 1,795.40 "	" 1,772.40 "	" 1,779.75 "
Monday	25-Oct-04	" 1,780.00 "	" 1,783.55 "	" 1,753.50 "	" 1,757.25 "
Tuesday	26-Oct-04	" 1,777.85 "	" 1,782.10 "	" 1,750.30 "	" 1,781.05 "
Wednesday	27-Oct-04	" 1,781.15 "	" 1,797.55 "	" 1,774.20 "	" 1,783.85 "
Thursday	28-Oct-04	" 1,783.90 "	" 1,808.15 "	" 1,783.90 "	" 1,800.10 "
Friday	29-Oct-04	" 1,800.85 "	" 1,808.85 "	" 1,783.10 "	" 1,786.90 "
Monday	1-Nov-04	" 1,787.30 "	" 1,800.25 "	" 1,776.70 "	" 1,797.75 "
Tuesday	2-Nov-04	" 1,798.30 "	" 1,817.10 "	" 1,798.30 "	" 1,813.70 "
Wednesday	3-Nov-04	" 1,814.15 "	" 1,838.40 "	" 1,814.15 "	" 1,837.40 "
Thursday	4-Nov-04	" 1,837.80 "	" 1,853.05 "	" 1,830.50 "	" 1,834.85 "
Friday	5-Nov-04	" 1,836.05 "	" 1,854.40 "	" 1,836.00 "	" 1,852.30 "
Monday	8-Nov-04	" 1,852.45 "	" 1,871.05 "	" 1,852.45 "	" 1,862.80 "
Tuesday	9-Nov-04	" 1,863.55 "	" 1,869.45 "	" 1,853.45 "	" 1,858.75 "
Wednesday	10-Nov-04	" 1,859.65 "	" 1,878.20 "	" 1,857.70 "	" 1,876.10 "
Thursday	11-Nov-04	" 1,876.45 "	" 1,884.65 "	" 1,866.95 "	" 1,870.55 "
Friday	12-Nov-04	" 1,871.90 "	" 1,885.05 "	" 1,866.75 "	" 1,872.95 "
Tuesday	16-Nov-04	" 1,872.80 "	" 1,881.40 "	" 1,862.80 "	" 1,879.00 "
Wednesday	17-Nov-04	" 1,879.05 "	" 1,892.15 "	" 1,874.35 "	" 1,888.65 "
Thursday	18-Nov-04	" 1,890.45 "	" 1,895.30 "	" 1,880.80 "	" 1,892.05 "
Friday	19-Nov-04	" 1,891.95 "	" 1,898.15 "	" 1,869.35 "	" 1,872.35 "
Monday	22-Nov-04	" 1,872.55 "	" 1,878.05 "	" 1,845.10 "	" 1,873.35 "
Tuesday	23-Nov-04	" 1,873.35 "	" 1,900.05 "	" 1,873.35 "	" 1,892.60 "
Wednesday	24-Nov-04	" 1,893.15 "	" 1,907.35 "	" 1,889.85 "	" 1,904.05 "
Thursday	25-Nov-04	" 1,904.25 "	" 1,915.80 "	" 1,892.60 "	" 1,901.05 "
Monday	29-Nov-04	" 1,899.30 "	" 1,942.95 "	" 1,894.60 "	" 1,939.65 "
Tuesday	30-Nov-04	" 1,940.25 "	" 1,963.80 "	" 1,940.25 "	" 1,958.80 "
Wednesday	1-Dec-04	" 1,960.75 "	" 1,971.60 "	" 1,944.50 "	" 1,962.05 "
Thursday	2-Dec-04	" 1,962.75 "	" 2,001.55 "	" 1,962.75 "	" 1,999.00 "
Friday	3-Dec-04	" 1,991.90 "	" 2,011.90 "	" 1,990.30 "	" 1,996.20 "
Monday	6-Dec-04	" 1,996.30 "	" 2,012.25 "	" 1,989.95 "	" 1,993.15 "
Tuesday	7-Dec-04	" 1,990.60 "	" 2,002.60 "	" 1,981.15 "	" 1,992.70 "
Wednesday	8-Dec-04	" 1,994.15 "	" 2,009.70 "	" 1,973.15 "	" 1,977.95 "
Thursday	9-Dec-04	" 1,977.80 "	" 1,995.70 "	" 1,964.50 "	" 1,989.95 "
Friday	10-Dec-04	" 1,990.20 "	" 1,999.70 "	" 1,964.65 "	" 1,969.00 "
Monday	13-Dec-04	" 1,970.60 "	" 1,987.00 "	" 1,964.80 "	" 1,985.35 "
Tuesday	14-Dec-04	" 1,985.20 "	" 2,008.80 "	" 1,972.85 "	" 2,006.80 "
Wednesday	15-Dec-04	" 2,006.80 "	" 2,034.35 "	" 2,006.80 "	" 2,028.70 "
Thursday	16-Dec-04	" 2,028.80 "	" 2,039.20 "	" 2,019.50 "	" 2,033.20 "
Friday	17-Dec-04	" 2,032.85 "	" 2,037.70 "	" 2,007.20 "	" 2,012.10 "
Monday	20-Dec-04	" 2,012.50 "	" 2,029.50 "	" 2,007.15 "	" 2,026.85 "
Tuesday	21-Dec-04	" 2,027.80 "	" 2,047.50 "	" 2,025.25 "	" 2,044.65 "
Wednesday	22-Dec-04	" 2,040.60 "	" 2,053.90 "	" 2,029.85 "	" 2,035.35 "
Thursday	23-Dec-04	" 2,035.60 "	" 2,049.30 "	" 2,031.90 "	" 2,045.15 "
Friday	24-Dec-04	" 2,045.35 "	" 2,065.60 "	" 2,045.30 "	" 2,062.70 "
Monday	27-Dec-04	" 2,061.60 "	" 2,079.05 "	" 2,046.25 "	" 2,062.60 "
Tuesday	28-Dec-04	" 2,063.60 "	" 2,074.60 "	" 2,060.05 "	" 2,071.35 "
Wednesday	29-Dec-04	" 2,071.55 "	" 2,086.15 "	" 2,062.35 "	" 2,069.60 "
Thursday	30-Dec-04	" 2,070.55 "	" 2,088.45 "	" 2,052.25 "	" 2,059.80 "
Friday	31-Dec-04	" 2,059.85 "	" 2,083.00 "	" 2,059.85 "	" 2,080.50 "
Monday	3-Jan-05	" 2,080.00 "	" 2,118.60 "	" 2,080.00 "	" 2,115.00 "
Tuesday	4-Jan-05	" 2,116.95 "	" 2,120.15 "	" 2,100.55 "	" 2,103.75 "
Wednesday	5-Jan-05	" 2,103.75 "	" 2,105.10 "	" 1,990.15 "	" 2,032.20 "
Thursday	6-Jan-05	" 2,031.55 "	" 2,035.65 "	" 1,984.25 "	" 1,998.35 "
Friday	7-Jan-05	" 1,998.25 "	" 2,021.45 "	" 1,992.55 "	" 2,015.50 "
Monday	10-Jan-05	" 2,016.75 "	" 2,025.90 "	" 1,974.80 "	" 1,982.00 "
Tuesday	11-Jan-05	" 1,982.70 "	" 1,988.90 "	" 1,947.35 "	" 1,952.05 "
Wednesday	12-Jan-05	" 1,953.60 "	" 1,966.65 "	" 1,900.85 "	" 1,913.60 "
Thursday	13-Jan-05	" 1,922.50 "	" 1,963.40 "	" 1,916.95 "	" 1,954.55 "
Friday	14-Jan-05	" 1,954.90 "	" 1,961.40 "	" 1,922.85 "	" 1,931.10 "
Monday	17-Jan-05	" 1,931.75 "	" 1,944.55 "	" 1,902.45 "	" 1,932.90 "
Tuesday	18-Jan-05	" 1,933.05 "	" 1,956.95 "	" 1,925.35 "	" 1,934.05 "
Wednesday	19-Jan-05	" 1,934.10 "	" 1,945.65 "	" 1,922.35 "	" 1,926.65 "
Thursday	20-Jan-05	" 1,928.10 "	" 1,940.95 "	" 1,900.05 "	" 1,925.30 "
Monday	24-Jan-05	" 1,925.30 "	" 1,932.75 "	" 1,902.90 "	" 1,909.00 "
Tuesday	25-Jan-05	" 1,908.85 "	" 1,934.25 "	" 1,894.40 "	" 1,931.85 "
Thursday	27-Jan-05	" 1,931.90 "	" 1,961.75 "	" 1,929.00 "	" 1,955.00 "
Friday	28-Jan-05	" 1,955.25 "	" 2,014.25 "	" 1,950.85 "	" 2,008.30 "
Monday	31-Jan-05	" 2,008.45 "	" 2,060.40 "	" 2,006.35 "	" 2,057.60 "
Tuesday	1-Feb-05	" 2,057.75 "	" 2,072.50 "	" 2,045.25 "	" 2,059.85 "
Wednesday	2-Feb-05	" 2,062.15 "	" 2,074.50 "	" 2,045.50 "	" 2,052.25 "
Thursday	3-Feb-05	" 2,052.35 "	" 2,083.75 "	" 2,052.35 "	" 2,079.45 "
Friday	4-Feb-05	" 2,079.40 "	" 2,099.20 "	" 2,060.80 "	" 2,077.95 "
Monday	7-Feb-05	" 2,097.45 "	" 2,098.00 "	" 2,049.85 "	" 2,055.10 "
Tuesday	8-Feb-05	" 2,055.00 "	" 2,065.00 "	" 2,043.60 "	" 2,055.15 "
Wednesday	9-Feb-05	" 2,055.20 "	" 2,077.70 "	" 2,055.20 "	" 2,070.00 "
Thursday	10-Feb-05	" 2,070.10 "	" 2,075.10 "	" 2,049.85 "	" 2,063.35 "
Friday	11-Feb-05	" 2,063.35 "	" 2,084.50 "	" 2,063.35 "	" 2,082.05 "
Monday	14-Feb-05	" 2,083.05 "	" 2,110.15 "	" 2,083.05 "	" 2,098.25 "
Tuesday	15-Feb-05	" 2,098.25 "	" 2,101.60 "	" 2,081.20 "	" 2,089.95 "
Wednesday	16-Feb-05	" 2,090.00 "	" 2,103.40 "	" 2,059.45 "	" 2,068.80 "
Thursday	17-Feb-05	" 2,069.10 "	" 2,069.15 "	" 2,045.85 "	" 2,061.90 "
Friday	18-Feb-05	" 2,062.45 "	" 2,076.70 "	" 2,048.85 "	" 2,055.55 "
Monday	21-Feb-05	" 2,055.15 "	" 2,065.75 "	" 2,039.90 "	" 2,043.20 "
Tuesday	22-Feb-05	" 2,043.40 "	" 2,061.65 "	" 2,036.60 "	" 2,058.40 "
Wednesday	23-Feb-05	" 2,058.70 "	" 2,065.15 "	" 2,051.35 "	" 2,057.10 "
Thursday	24-Feb-05	" 2,057.75 "	" 2,070.50 "	" 2,052.40 "	" 2,055.30 "
Friday	25-Feb-05	" 2,057.30 "	" 2,081.85 "	" 2,051.20 "	" 2,060.90 "
Monday	28-Feb-05	" 2,061.20 "	" 2,106.20 "	" 2,047.70 "	" 2,103.25 "
Tuesday	1-Mar-05	" 2,103.10 "	" 2,115.10 "	" 2,073.80 "	" 2,084.40 "
Wednesday	2-Mar-05	" 2,084.60 "	" 2,096.35 "	" 2,080.55 "	" 2,093.25 "
Thursday	3-Mar-05	" 2,093.40 "	" 2,132.75 "	" 2,093.35 "	" 2,128.85 "
Friday	4-Mar-05	" 2,129.10 "	" 2,152.75 "	" 2,129.10 "	" 2,148.15 "
Monday	7-Mar-05	" 2,148.25 "	" 2,166.85 "	" 2,143.05 "	" 2,160.10 "
Tuesday	8-Mar-05	" 2,160.65 "	" 2,173.85 "	" 2,154.00 "	" 2,168.95 "
Wednesday	9-Mar-05	" 2,169.10 "	" 2,183.45 "	" 2,141.35 "	" 2,160.80 "
Thursday	10-Mar-05	" 2,160.85 "	" 2,170.20 "	" 2,145.75 "	" 2,167.40 "
Friday	11-Mar-05	" 2,167.70 "	" 2,182.10 "	" 2,148.70 "	" 2,154.00 "
Monday	14-Mar-05	" 2,153.80 "	" 2,164.15 "	" 2,140.90 "	" 2,146.35 "
Tuesday	15-Mar-05	" 2,146.55 "	" 2,151.35 "	" 2,122.00 "	" 2,128.95 "
Wednesday	16-Mar-05	" 2,129.35 "	" 2,158.90 "	" 2,121.10 "	" 2,125.55 "
Thursday	17-Mar-05	" 2,123.95 "	" 2,126.55 "	" 2,090.45 "	" 2,098.50 "
Friday	18-Mar-05	" 2,097.75 "	" 2,112.25 "	" 2,077.20 "	" 2,109.15 "
Monday	21-Mar-05	" 2,117.95 "	" 2,124.80 "	" 2,089.35 "	" 2,096.60 "
Tuesday	22-Mar-05	" 2,096.75 "	" 2,099.00 "	" 2,056.50 "	" 2,061.60 "
Wednesday	23-Mar-05	" 2,061.20 "	" 2,067.45 "	" 2,019.85 "	" 2,026.40 "
Thursday	24-Mar-05	" 2,026.60 "	" 2,042.45 "	" 2,007.35 "	" 2,015.40 "
Monday	28-Mar-05	" 2,015.75 "	" 2,046.85 "	" 2,015.25 "	" 2,029.45 "
Tuesday	29-Mar-05	" 2,029.40 "	" 2,032.65 "	" 1,971.55 "	" 1,983.85 "
Wednesday	30-Mar-05	" 1,983.65 "	" 2,000.45 "	" 1,971.15 "	" 1,993.70 "
Thursday	31-Mar-05	" 1,994.50 "	" 2,043.60 "	" 1,994.50 "	" 2,035.65 "
Friday	1-Apr-05	" 2,035.90 "	" 2,071.20 "	" 2,024.25 "	" 2,067.65 "
Monday	4-Apr-05	" 2,067.65 "	" 2,076.60 "	" 2,054.90 "	" 2,063.40 "
Tuesday	5-Apr-05	" 2,063.20 "	" 2,077.95 "	" 2,043.70 "	" 2,052.55 "
Wednesday	6-Apr-05	" 2,054.00 "	" 2,073.10 "	" 2,051.30 "	" 2,069.30 "
Thursday	7-Apr-05	" 2,069.15 "	" 2,084.90 "	" 2,048.05 "	" 2,052.85 "
Friday	8-Apr-05	" 2,053.05 "	" 2,057.50 "	" 2,024.80 "	" 2,031.20 "
Monday	11-Apr-05	" 2,032.75 "	" 2,033.00 "	" 2,001.85 "	" 2,008.20 "
Tuesday	12-Apr-05	" 2,002.75 "	" 2,027.80 "	" 2,002.75 "	" 2,024.95 "
Wednesday	13-Apr-05	" 2,024.90 "	" 2,038.85 "	" 2,018.10 "	" 2,025.45 "
Friday	15-Apr-05	" 2,022.50 "	" 2,022.50 "	" 1,952.75 "	" 1,956.30 "
Monday	18-Apr-05	" 1,955.50 "	" 1,959.25 "	" 1,914.85 "	" 1,927.80 "
Tuesday	19-Apr-05	" 1,927.90 "	" 1,961.15 "	" 1,902.80 "	" 1,909.40 "
Wednesday	20-Apr-05	" 1,908.50 "	" 1,941.85 "	" 1,902.90 "	" 1,929.70 "
Thursday	21-Apr-05	" 1,930.50 "	" 1,950.00 "	" 1,911.40 "	" 1,948.55 "
Friday	22-Apr-05	" 1,950.60 "	" 1,972.95 "	" 1,950.00 "	" 1,967.35 "
Monday	25-Apr-05	" 1,968.45 "	" 1,974.20 "	" 1,952.40 "	" 1,970.95 "
Tuesday	26-Apr-05	" 1,971.05 "	" 1,972.85 "	" 1,951.80 "	" 1,957.10 "
Wednesday	27-Apr-05	" 1,959.45 "	" 1,962.20 "	" 1,930.35 "	" 1,935.40 "
Thursday	28-Apr-05	" 1,935.65 "	" 1,950.25 "	" 1,921.05 "	" 1,941.30 "
Friday	29-Apr-05	" 1,943.20 "	" 1,943.20 "	" 1,896.30 "	" 1,902.50 "
Monday	2-May-05	" 1,903.10 "	" 1,925.60 "	" 1,898.15 "	" 1,916.75 "
Tuesday	3-May-05	" 1,916.95 "	" 1,940.10 "	" 1,911.00 "	" 1,920.70 "
Wednesday	4-May-05	" 1,920.50 "	" 1,944.45 "	" 1,920.15 "	" 1,942.60 "
Thursday	5-May-05	" 1,942.60 "	" 1,973.35 "	" 1,942.05 "	" 1,963.30 "
Friday	6-May-05	" 1,962.30 "	" 1,984.40 "	" 1,947.30 "	" 1,977.50 "
Monday	9-May-05	" 1,978.05 "	" 2,003.15 "	" 1,978.05 "	" 2,000.75 "
Tuesday	10-May-05	" 2,001.00 "	" 2,007.80 "	" 1,989.10 "	" 1,994.30 "
Wednesday	11-May-05	" 1,990.55 "	" 1,991.85 "	" 1,975.05 "	" 1,985.95 "
Thursday	12-May-05	" 1,985.95 "	" 1,999.85 "	" 1,981.95 "	" 1,993.15 "
Friday	13-May-05	" 1,992.50 "	" 1,992.75 "	" 1,978.90 "	" 1,988.30 "
Monday	16-May-05	" 1,991.50 "	" 2,014.95 "	" 1,989.70 "	" 2,012.60 "
Tuesday	17-May-05	" 2,013.10 "	" 2,024.60 "	" 1,984.75 "	" 1,990.80 "
Wednesday	18-May-05	" 1,990.65 "	" 1,990.95 "	" 1,964.65 "	" 1,982.75 "
Thursday	19-May-05	" 1,983.15 "	" 2,008.35 "	" 1,983.15 "	" 1,990.85 "
Friday	20-May-05	" 1,991.85 "	" 1,998.20 "	" 1,975.95 "	" 1,992.40 "
Monday	23-May-05	" 1,992.10 "	" 2,019.35 "	" 1,991.70 "	" 2,013.90 "
Tuesday	24-May-05	" 2,016.00 "	" 2,031.90 "	" 2,009.55 "	" 2,028.60 "
Wednesday	25-May-05	" 2,028.55 "	" 2,047.45 "	" 2,019.00 "	" 2,043.85 "
Thursday	26-May-05	" 2,043.50 "	" 2,078.65 "	" 2,025.65 "	" 2,074.70 "
Friday	27-May-05	" 2,073.25 "	" 2,099.35 "	" 2,069.50 "	" 2,076.40 "
Monday	30-May-05	" 2,076.55 "	" 2,086.85 "	" 2,064.85 "	" 2,072.40 "
Tuesday	31-May-05	" 2,072.50 "	" 2,091.75 "	" 2,066.55 "	" 2,087.55 "
Wednesday	1-Jun-05	" 2,087.80 "	" 2,097.60 "	" 2,081.20 "	" 2,087.55 "
Thursday	2-Jun-05	" 2,087.85 "	" 2,093.45 "	" 2,062.55 "	" 2,064.65 "
Friday	3-Jun-05	" 2,064.10 "	" 2,097.25 "	" 2,061.35 "	" 2,094.25 "
Saturday	4-Jun-05	" 2,094.10 "	" 2,098.10 "	" 2,087.00 "	" 2,092.35 "
Monday	6-Jun-05	" 2,092.00 "	" 2,109.10 "	" 2,087.40 "	" 2,092.80 "
Tuesday	7-Jun-05	" 2,091.95 "	" 2,102.85 "	" 2,084.35 "	" 2,098.15 "
