Day	Date 	  Open   	  High   	  Low   	  Close   
Monday	15-Nov-21	" 18,140.95 "	" 18,210.15 "	" 18,071.30 "	" 18,109.45 "
Tuesday	16-Nov-21	" 18,127.05 "	" 18,132.65 "	" 17,958.80 "	" 17,999.20 "
Wednesday	17-Nov-21	" 17,939.35 "	" 18,022.65 "	" 17,879.25 "	" 17,898.65 "
Thursday	18-Nov-21	" 17,890.55 "	" 17,945.60 "	" 17,688.50 "	" 17,764.80 "
Monday	22-Nov-21	" 17,796.25 "	" 17,805.25 "	" 17,280.45 "	" 17,416.55 "
Tuesday	23-Nov-21	" 17,281.75 "	" 17,553.70 "	" 17,216.10 "	" 17,503.35 "
Wednesday	24-Nov-21	" 17,550.05 "	" 17,600.60 "	" 17,354.00 "	" 17,415.05 "
Thursday	25-Nov-21	" 17,417.30 "	" 17,564.35 "	" 17,351.70 "	" 17,536.25 "
Friday	26-Nov-21	" 17,338.75 "	" 17,355.40 "	" 16,985.70 "	" 17,026.45 "
Monday	29-Nov-21	" 17,055.80 "	" 17,160.70 "	" 16,782.40 "	" 17,053.95 "
Tuesday	30-Nov-21	" 17,051.15 "	" 17,324.65 "	" 16,931.40 "	" 16,983.20 "
Wednesday	1-Dec-21	" 17,104.40 "	" 17,213.05 "	" 17,064.25 "	" 17,166.90 "
Thursday	2-Dec-21	" 17,183.20 "	" 17,420.35 "	" 17,149.30 "	" 17,401.65 "
Friday	3-Dec-21	" 17,424.90 "	" 17,489.80 "	" 17,180.80 "	" 17,196.70 "
Monday	6-Dec-21	" 17,209.05 "	" 17,216.75 "	" 16,891.70 "	" 16,912.25 "
Tuesday	7-Dec-21	" 17,044.10 "	" 17,251.65 "	" 16,987.75 "	" 17,176.70 "
Wednesday	8-Dec-21	" 17,315.25 "	" 17,484.60 "	" 17,308.95 "	" 17,469.75 "
Thursday	9-Dec-21	" 17,524.40 "	" 17,543.25 "	" 17,379.60 "	" 17,516.85 "
Friday	10-Dec-21	" 17,476.05 "	" 17,534.35 "	" 17,405.25 "	" 17,511.30 "
Monday	13-Dec-21	" 17,619.10 "	" 17,639.50 "	" 17,355.95 "	" 17,368.25 "
Tuesday	14-Dec-21	" 17,283.20 "	" 17,376.20 "	" 17,225.80 "	" 17,324.90 "
Wednesday	15-Dec-21	" 17,323.65 "	" 17,351.20 "	" 17,192.20 "	" 17,221.40 "
Thursday	16-Dec-21	" 17,373.00 "	" 17,379.35 "	" 17,184.95 "	" 17,248.40 "
Friday	17-Dec-21	" 17,276.00 "	" 17,298.15 "	" 16,966.45 "	" 16,985.20 "
Monday	20-Dec-21	" 16,824.25 "	" 16,840.10 "	" 16,410.20 "	" 16,614.20 "
Tuesday	21-Dec-21	" 16,773.15 "	" 16,936.40 "	" 16,688.25 "	" 16,770.85 "
Wednesday	22-Dec-21	" 16,865.55 "	" 16,971.00 "	" 16,819.50 "	" 16,955.45 "
Thursday	23-Dec-21	" 17,066.80 "	" 17,118.65 "	" 17,015.55 "	" 17,072.60 "
Friday	24-Dec-21	" 17,149.50 "	" 17,155.60 "	" 16,909.60 "	" 17,003.75 "
Monday	27-Dec-21	" 16,937.75 "	" 17,112.05 "	" 16,833.20 "	" 17,086.25 "
Tuesday	28-Dec-21	" 17,177.60 "	" 17,250.25 "	" 17,161.15 "	" 17,233.25 "
Wednesday	29-Dec-21	" 17,220.10 "	" 17,285.95 "	" 17,176.65 "	" 17,213.60 "
Thursday	30-Dec-21	" 17,201.45 "	" 17,264.05 "	" 17,146.35 "	" 17,203.95 "
Friday	31-Dec-21	" 17,244.50 "	" 17,400.80 "	" 17,238.50 "	" 17,354.05 "
Monday	3-Jan-22	" 17,387.15 "	" 17,646.65 "	" 17,383.30 "	" 17,625.70 "
Tuesday	4-Jan-22	" 17,681.40 "	" 17,827.60 "	" 17,593.55 "	" 17,805.25 "
Wednesday	5-Jan-22	" 17,820.10 "	" 17,944.70 "	" 17,748.85 "	" 17,925.25 "
Thursday	6-Jan-22	" 17,768.50 "	" 17,797.95 "	" 17,655.55 "	" 17,745.90 "
Friday	7-Jan-22	" 17,797.60 "	" 17,905.00 "	" 17,704.55 "	" 17,812.70 "
Monday	10-Jan-22	" 17,913.30 "	" 18,017.45 "	" 17,879.15 "	" 18,003.30 "
Tuesday	11-Jan-22	" 17,997.75 "	" 18,081.25 "	" 17,964.40 "	" 18,055.75 "
Wednesday	12-Jan-22	" 18,170.40 "	" 18,227.95 "	" 18,128.80 "	" 18,212.35 "
Thursday	13-Jan-22	" 18,257.00 "	" 18,272.25 "	" 18,163.80 "	" 18,257.80 "
Friday	14-Jan-22	" 18,185.00 "	" 18,286.95 "	" 18,119.65 "	" 18,255.75 "
Monday	17-Jan-22	" 18,235.65 "	" 18,321.55 "	" 18,228.75 "	" 18,308.10 "
Tuesday	18-Jan-22	" 18,337.20 "	" 18,350.95 "	" 18,085.90 "	" 18,113.05 "
Wednesday	19-Jan-22	" 18,129.20 "	" 18,129.20 "	" 17,884.90 "	" 17,938.40 "
Thursday	20-Jan-22	" 17,921.00 "	" 17,943.70 "	" 17,648.45 "	" 17,757.00 "
Friday	21-Jan-22	" 17,613.70 "	" 17,707.60 "	" 17,485.85 "	" 17,617.15 "
Monday	24-Jan-22	" 17,575.15 "	" 17,599.40 "	" 16,997.85 "	" 17,149.10 "
Tuesday	25-Jan-22	" 17,001.55 "	" 17,309.15 "	" 16,836.80 "	" 17,277.95 "
Thursday	27-Jan-22	" 17,062.00 "	" 17,182.50 "	" 16,866.75 "	" 17,110.15 "
Friday	28-Jan-22	" 17,208.30 "	" 17,373.50 "	" 17,077.10 "	" 17,101.95 "
Monday	31-Jan-22	" 17,301.05 "	" 17,410.00 "	" 17,264.15 "	" 17,339.85 "
Tuesday	1-Feb-22	" 17,529.45 "	" 17,622.40 "	" 17,244.55 "	" 17,576.85 "
Wednesday	2-Feb-22	" 17,706.20 "	" 17,794.60 "	" 17,674.80 "	" 17,780.00 "
Thursday	3-Feb-22	" 17,767.75 "	" 17,781.15 "	" 17,511.15 "	" 17,560.20 "
Friday	4-Feb-22	" 17,590.20 "	" 17,617.80 "	" 17,462.55 "	" 17,516.30 "
Monday	7-Feb-22	" 17,456.30 "	" 17,536.75 "	" 17,119.40 "	" 17,213.60 "
Tuesday	8-Feb-22	" 17,279.85 "	" 17,306.45 "	" 17,043.65 "	" 17,266.75 "
Wednesday	9-Feb-22	" 17,370.10 "	" 17,477.15 "	" 17,339.00 "	" 17,463.80 "
Thursday	10-Feb-22	" 17,554.10 "	" 17,639.45 "	" 17,427.15 "	" 17,605.85 "
Friday	11-Feb-22	" 17,451.00 "	" 17,454.75 "	" 17,303.00 "	" 17,374.75 "
Monday	14-Feb-22	" 17,076.15 "	" 17,099.50 "	" 16,809.65 "	" 16,842.80 "
Tuesday	15-Feb-22	" 16,933.25 "	" 17,375.00 "	" 16,839.25 "	" 17,352.45 "
Wednesday	16-Feb-22	" 17,408.45 "	" 17,490.60 "	" 17,257.70 "	" 17,322.20 "
Thursday	17-Feb-22	" 17,396.55 "	" 17,442.90 "	" 17,235.85 "	" 17,304.60 "
Friday	18-Feb-22	" 17,236.05 "	" 17,380.80 "	" 17,219.20 "	" 17,276.30 "
Monday	21-Feb-22	" 17,192.25 "	" 17,351.05 "	" 17,070.70 "	" 17,206.65 "
Tuesday	22-Feb-22	" 16,847.95 "	" 17,148.55 "	" 16,843.80 "	" 17,092.20 "
Wednesday	23-Feb-22	" 17,194.50 "	" 17,220.70 "	" 17,027.85 "	" 17,063.25 "
Thursday	24-Feb-22	" 16,548.90 "	" 16,705.25 "	" 16,203.25 "	" 16,247.95 "
Friday	25-Feb-22	" 16,515.65 "	" 16,748.80 "	" 16,478.30 "	" 16,658.40 "
Monday	28-Feb-22	" 16,481.60 "	" 16,815.90 "	" 16,356.30 "	" 16,793.90 "
Wednesday	2-Mar-22	" 16,593.10 "	" 16,678.50 "	" 16,478.65 "	" 16,605.95 "
Thursday	3-Mar-22	" 16,723.20 "	" 16,768.95 "	" 16,442.95 "	" 16,498.05 "
Friday	4-Mar-22	" 16,339.45 "	" 16,456.00 "	" 16,133.80 "	" 16,245.35 "
Monday	7-Mar-22	" 15,867.95 "	" 15,944.60 "	" 15,711.45 "	" 15,863.15 "
Tuesday	8-Mar-22	" 15,747.75 "	" 16,028.75 "	" 15,671.45 "	" 16,013.45 "
Wednesday	9-Mar-22	" 16,078.00 "	" 16,418.05 "	" 15,990.00 "	" 16,345.35 "
Thursday	10-Mar-22	" 16,757.10 "	" 16,757.30 "	" 16,447.90 "	" 16,594.90 "
Friday	11-Mar-22	" 16,528.80 "	" 16,694.40 "	" 16,470.90 "	" 16,630.45 "
Monday	14-Mar-22	" 16,633.70 "	" 16,887.95 "	" 16,606.50 "	" 16,871.30 "
Tuesday	15-Mar-22	" 16,900.65 "	" 16,927.75 "	" 16,555.00 "	" 16,663.00 "
Wednesday	16-Mar-22	" 16,876.65 "	" 16,987.90 "	" 16,837.85 "	" 16,975.35 "
Thursday	17-Mar-22	" 17,202.90 "	" 17,344.60 "	" 17,175.75 "	" 17,287.05 "
Monday	21-Mar-22	" 17,329.50 "	" 17,353.35 "	" 17,096.40 "	" 17,117.60 "
Tuesday	22-Mar-22	" 17,120.40 "	" 17,334.40 "	" 17,006.30 "	" 17,315.50 "
Wednesday	23-Mar-22	" 17,405.05 "	" 17,442.40 "	" 17,199.60 "	" 17,245.65 "
Thursday	24-Mar-22	" 17,094.95 "	" 17,291.75 "	" 17,091.15 "	" 17,222.75 "
Friday	25-Mar-22	" 17,289.00 "	" 17,294.90 "	" 17,076.55 "	" 17,153.00 "
Monday	28-Mar-22	" 17,181.85 "	" 17,235.10 "	" 17,003.90 "	" 17,222.00 "
Tuesday	29-Mar-22	" 17,297.20 "	" 17,343.65 "	" 17,235.70 "	" 17,325.30 "
Wednesday	30-Mar-22	" 17,468.15 "	" 17,522.50 "	" 17,387.20 "	" 17,498.25 "
Thursday	31-Mar-22	" 17,519.20 "	" 17,559.80 "	" 17,435.20 "	" 17,464.75 "
Friday	1-Apr-22	" 17,436.90 "	" 17,703.70 "	" 17,422.70 "	" 17,670.45 "
Monday	4-Apr-22	" 17,809.10 "	" 18,114.65 "	" 17,791.40 "	" 18,053.40 "
Tuesday	5-Apr-22	" 18,080.60 "	" 18,095.45 "	" 17,921.55 "	" 17,957.40 "
Wednesday	6-Apr-22	" 17,842.75 "	" 17,901.00 "	" 17,779.85 "	" 17,807.65 "
Thursday	7-Apr-22	" 17,723.30 "	" 17,787.50 "	" 17,623.70 "	" 17,639.55 "
Friday	8-Apr-22	" 17,698.15 "	" 17,842.75 "	" 17,600.55 "	" 17,784.35 "
Monday	11-Apr-22	" 17,740.90 "	" 17,779.05 "	" 17,650.95 "	" 17,674.95 "
Tuesday	12-Apr-22	" 17,584.85 "	" 17,595.30 "	" 17,442.35 "	" 17,530.30 "
Wednesday	13-Apr-22	" 17,599.90 "	" 17,663.65 "	" 17,457.40 "	" 17,475.65 "
Monday	18-Apr-22	" 17,183.45 "	" 17,237.75 "	" 17,067.85 "	" 17,173.65 "
Tuesday	19-Apr-22	" 17,258.95 "	" 17,275.65 "	" 16,824.70 "	" 16,958.65 "
Wednesday	20-Apr-22	" 17,045.25 "	" 17,186.90 "	" 16,978.95 "	" 17,136.55 "
Thursday	21-Apr-22	" 17,234.60 "	" 17,414.70 "	" 17,215.50 "	" 17,392.60 "
Friday	22-Apr-22	" 17,242.75 "	" 17,315.30 "	" 17,149.20 "	" 17,171.95 "
Monday	25-Apr-22	" 17,009.05 "	" 17,054.30 "	" 16,888.70 "	" 16,953.95 "
Tuesday	26-Apr-22	" 17,121.30 "	" 17,223.85 "	" 17,064.45 "	" 17,200.80 "
Wednesday	27-Apr-22	" 17,073.35 "	" 17,110.70 "	" 16,958.45 "	" 17,038.40 "
Thursday	28-Apr-22	" 17,189.50 "	" 17,322.50 "	" 17,071.05 "	" 17,245.05 "
Friday	29-Apr-22	" 17,329.25 "	" 17,377.65 "	" 17,053.25 "	" 17,102.55 "
Monday	2-May-22	" 16,924.45 "	" 17,092.25 "	" 16,917.25 "	" 17,069.10 "
Wednesday	4-May-22	" 17,096.60 "	" 17,132.85 "	" 16,623.95 "	" 16,677.60 "
Thursday	5-May-22	" 16,854.75 "	" 16,945.70 "	" 16,651.85 "	" 16,682.65 "
Friday	6-May-22	" 16,415.55 "	" 16,484.20 "	" 16,340.90 "	" 16,411.25 "
Monday	9-May-22	" 16,227.70 "	" 16,403.70 "	" 16,142.10 "	" 16,301.85 "
Tuesday	10-May-22	" 16,248.90 "	" 16,404.55 "	" 16,197.30 "	" 16,240.05 "
Wednesday	11-May-22	" 16,270.05 "	" 16,318.75 "	" 15,992.60 "	" 16,167.10 "
Thursday	12-May-22	" 16,021.10 "	" 16,041.95 "	" 15,735.75 "	" 15,808.00 "
Friday	13-May-22	" 15,977.00 "	" 16,083.60 "	" 15,740.85 "	" 15,782.15 "
Monday	16-May-22	" 15,845.10 "	" 15,977.95 "	" 15,739.65 "	" 15,842.30 "
Tuesday	17-May-22	" 15,912.60 "	" 16,284.25 "	" 15,900.80 "	" 16,259.30 "
Wednesday	18-May-22	" 16,318.15 "	" 16,399.80 "	" 16,211.20 "	" 16,240.30 "
Thursday	19-May-22	" 15,917.40 "	" 15,984.75 "	" 15,775.20 "	" 15,809.40 "
Friday	20-May-22	" 16,043.80 "	" 16,283.05 "	" 16,003.85 "	" 16,266.15 "
Monday	23-May-22	" 16,290.95 "	" 16,414.70 "	" 16,185.75 "	" 16,214.70 "
Tuesday	24-May-22	" 16,225.55 "	" 16,262.80 "	" 16,078.60 "	" 16,125.15 "
Wednesday	25-May-22	" 16,196.35 "	" 16,223.35 "	" 16,006.95 "	" 16,025.80 "
Thursday	26-May-22	" 16,105.00 "	" 16,204.45 "	" 15,903.70 "	" 16,170.15 "
Friday	27-May-22	" 16,296.60 "	" 16,370.60 "	" 16,221.95 "	" 16,352.45 "
Monday	30-May-22	" 16,527.90 "	" 16,695.50 "	" 16,506.15 "	" 16,661.40 "
Tuesday	31-May-22	" 16,578.45 "	" 16,690.75 "	" 16,521.90 "	" 16,584.55 "
Wednesday	1-Jun-22	" 16,594.40 "	" 16,649.20 "	" 16,438.85 "	" 16,522.75 "
Thursday	2-Jun-22	" 16,481.65 "	" 16,646.40 "	" 16,443.05 "	" 16,628.00 "
Friday	3-Jun-22	" 16,761.65 "	" 16,793.85 "	" 16,567.90 "	" 16,584.30 "
Monday	6-Jun-22	" 16,530.70 "	" 16,610.95 "	" 16,444.55 "	" 16,569.55 "
Tuesday	7-Jun-22	" 16,469.60 "	" 16,487.25 "	" 16,347.10 "	" 16,416.35 "
Wednesday	8-Jun-22	" 16,474.95 "	" 16,514.30 "	" 16,293.35 "	" 16,356.25 "
Thursday	9-Jun-22	" 16,263.85 "	" 16,492.80 "	" 16,243.85 "	" 16,478.10 "
Friday	10-Jun-22	" 16,283.95 "	" 16,324.70 "	" 16,172.60 "	" 16,201.80 "
Monday	13-Jun-22	" 15,877.55 "	" 15,886.15 "	" 15,684.00 "	" 15,774.40 "
Tuesday	14-Jun-22	" 15,674.25 "	" 15,858.00 "	" 15,659.45 "	" 15,732.10 "
Wednesday	15-Jun-22	" 15,729.25 "	" 15,783.65 "	" 15,678.90 "	" 15,692.15 "
Thursday	16-Jun-22	" 15,832.25 "	" 15,863.15 "	" 15,335.10 "	" 15,360.60 "
Friday	17-Jun-22	" 15,272.65 "	" 15,400.40 "	" 15,183.40 "	" 15,293.50 "
Monday	20-Jun-22	" 15,334.50 "	" 15,382.50 "	" 15,191.10 "	" 15,350.15 "
Tuesday	21-Jun-22	" 15,455.95 "	" 15,707.25 "	" 15,419.85 "	" 15,638.80 "
Wednesday	22-Jun-22	" 15,545.65 "	" 15,565.40 "	" 15,385.95 "	" 15,413.30 "
Thursday	23-Jun-22	" 15,451.55 "	" 15,628.45 "	" 15,367.50 "	" 15,556.65 "
Friday	24-Jun-22	" 15,657.40 "	" 15,749.25 "	" 15,619.45 "	" 15,699.25 "
Monday	27-Jun-22	" 15,926.20 "	" 15,927.45 "	" 15,815.50 "	" 15,832.05 "
Tuesday	28-Jun-22	" 15,757.45 "	" 15,892.10 "	" 15,710.15 "	" 15,850.20 "
Wednesday	29-Jun-22	" 15,701.70 "	" 15,861.60 "	" 15,687.80 "	" 15,799.10 "
Thursday	30-Jun-22	" 15,774.50 "	" 15,890.00 "	" 15,728.85 "	" 15,780.25 "
Friday	1-Jul-22	" 15,703.70 "	" 15,793.95 "	" 15,511.05 "	" 15,752.05 "
Monday	4-Jul-22	" 15,710.50 "	" 15,852.35 "	" 15,661.80 "	" 15,835.35 "
Tuesday	5-Jul-22	" 15,909.15 "	" 16,025.75 "	" 15,785.45 "	" 15,810.85 "
Wednesday	6-Jul-22	" 15,818.20 "	" 16,011.35 "	" 15,800.90 "	" 15,989.80 "
Thursday	7-Jul-22	" 16,113.75 "	" 16,150.50 "	" 16,045.95 "	" 16,132.90 "
Friday	8-Jul-22	" 16,273.65 "	" 16,275.50 "	" 16,157.90 "	" 16,220.60 "
Monday	11-Jul-22	" 16,136.15 "	" 16,248.55 "	" 16,115.50 "	" 16,216.00 "
Tuesday	12-Jul-22	" 16,126.20 "	" 16,158.75 "	" 16,031.15 "	" 16,058.30 "
Wednesday	13-Jul-22	" 16,128.20 "	" 16,140.00 "	" 15,950.15 "	" 15,966.65 "
Thursday	14-Jul-22	" 16,018.85 "	" 16,070.85 "	" 15,858.20 "	" 15,938.65 "
Friday	15-Jul-22	" 16,010.80 "	" 16,066.95 "	" 15,927.30 "	" 16,049.20 "
Monday	18-Jul-22	" 16,151.40 "	" 16,287.95 "	" 16,142.20 "	" 16,278.50 "
Tuesday	19-Jul-22	" 16,187.05 "	" 16,359.50 "	" 16,187.05 "	" 16,340.55 "
Wednesday	20-Jul-22	" 16,562.80 "	" 16,588.00 "	" 16,490.95 "	" 16,520.85 "
Thursday	21-Jul-22	" 16,523.55 "	" 16,626.95 "	" 16,483.90 "	" 16,605.25 "
Friday	22-Jul-22	" 16,661.25 "	" 16,752.25 "	" 16,610.90 "	" 16,719.45 "
Monday	25-Jul-22	" 16,662.55 "	" 16,706.05 "	" 16,564.25 "	" 16,631.00 "
Tuesday	26-Jul-22	" 16,632.90 "	" 16,636.10 "	" 16,463.30 "	" 16,483.85 "
Wednesday	27-Jul-22	" 16,475.35 "	" 16,653.45 "	" 16,438.75 "	" 16,641.80 "
Thursday	28-Jul-22	" 16,774.85 "	" 16,947.65 "	" 16,746.25 "	" 16,929.60 "
Friday	29-Jul-22	" 17,079.50 "	" 17,172.80 "	" 17,018.15 "	" 17,158.25 "
Monday	1-Aug-22	" 17,243.20 "	" 17,356.25 "	" 17,154.80 "	" 17,340.05 "
Tuesday	2-Aug-22	" 17,310.15 "	" 17,390.15 "	" 17,215.85 "	" 17,345.45 "
Wednesday	3-Aug-22	" 17,349.25 "	" 17,407.50 "	" 17,225.85 "	" 17,388.15 "
Thursday	4-Aug-22	" 17,463.10 "	" 17,490.70 "	" 17,161.25 "	" 17,382.00 "
Friday	5-Aug-22	" 17,423.65 "	" 17,474.40 "	" 17,348.75 "	" 17,397.50 "
Monday	8-Aug-22	" 17,401.50 "	" 17,548.80 "	" 17,359.75 "	" 17,525.10 "
Wednesday	10-Aug-22	" 17,566.10 "	" 17,566.10 "	" 17,442.80 "	" 17,534.75 "
Thursday	11-Aug-22	" 17,711.65 "	" 17,719.30 "	" 17,631.95 "	" 17,659.00 "
Friday	12-Aug-22	" 17,659.65 "	" 17,724.65 "	" 17,597.85 "	" 17,698.15 "
Tuesday	16-Aug-22	" 17,797.20 "	" 17,839.10 "	" 17,764.05 "	" 17,825.25 "
Wednesday	17-Aug-22	" 17,868.15 "	" 17,965.95 "	" 17,833.35 "	" 17,944.25 "
Thursday	18-Aug-22	" 17,898.65 "	" 17,968.45 "	" 17,852.05 "	" 17,956.50 "
Friday	19-Aug-22	" 17,966.55 "	" 17,992.20 "	" 17,710.75 "	" 17,758.45 "
Monday	22-Aug-22	" 17,682.90 "	" 17,690.05 "	" 17,467.35 "	" 17,490.70 "
Tuesday	23-Aug-22	" 17,357.35 "	" 17,625.55 "	" 17,345.20 "	" 17,577.50 "
Wednesday	24-Aug-22	" 17,525.45 "	" 17,623.65 "	" 17,499.25 "	" 17,604.95 "
Thursday	25-Aug-22	" 17,679.00 "	" 17,726.50 "	" 17,487.45 "	" 17,522.45 "
Friday	26-Aug-22	" 17,619.30 "	" 17,685.85 "	" 17,519.35 "	" 17,558.90 "
Monday	29-Aug-22	" 17,188.65 "	" 17,380.15 "	" 17,166.20 "	" 17,312.90 "
Tuesday	30-Aug-22	" 17,414.95 "	" 17,777.65 "	" 17,401.50 "	" 17,759.30 "
Thursday	1-Sep-22	" 17,485.70 "	" 17,695.60 "	" 17,468.45 "	" 17,542.80 "
Friday	2-Sep-22	" 17,598.40 "	" 17,643.85 "	" 17,476.45 "	" 17,539.45 "
Monday	5-Sep-22	" 17,546.45 "	" 17,683.15 "	" 17,540.35 "	" 17,665.80 "
Tuesday	6-Sep-22	" 17,695.70 "	" 17,764.65 "	" 17,587.65 "	" 17,655.60 "
Wednesday	7-Sep-22	" 17,519.40 "	" 17,650.75 "	" 17,484.30 "	" 17,624.40 "
Thursday	8-Sep-22	" 17,748.15 "	" 17,807.65 "	" 17,691.95 "	" 17,798.75 "
Friday	9-Sep-22	" 17,923.35 "	" 17,925.95 "	" 17,786.00 "	" 17,833.35 "
Monday	12-Sep-22	" 17,890.85 "	" 17,980.55 "	" 17,889.15 "	" 17,936.35 "
Tuesday	13-Sep-22	" 18,044.45 "	" 18,088.30 "	" 18,015.45 "	" 18,070.05 "
Wednesday	14-Sep-22	" 17,771.15 "	" 18,091.55 "	" 17,771.15 "	" 18,003.75 "
Thursday	15-Sep-22	" 18,046.35 "	" 18,096.15 "	" 17,861.50 "	" 17,877.40 "
Friday	16-Sep-22	" 17,796.80 "	" 17,820.05 "	" 17,497.25 "	" 17,530.85 "
Monday	19-Sep-22	" 17,540.65 "	" 17,667.20 "	" 17,429.70 "	" 17,622.25 "
Tuesday	20-Sep-22	" 17,770.40 "	" 17,919.30 "	" 17,744.40 "	" 17,816.25 "
Wednesday	21-Sep-22	" 17,766.35 "	" 17,838.70 "	" 17,663.60 "	" 17,718.35 "
Thursday	22-Sep-22	" 17,609.65 "	" 17,722.75 "	" 17,532.45 "	" 17,629.80 "
Friday	23-Sep-22	" 17,593.85 "	" 17,642.15 "	" 17,291.65 "	" 17,327.35 "
Monday	26-Sep-22	" 17,156.30 "	" 17,196.40 "	" 16,978.30 "	" 17,016.30 "
Tuesday	27-Sep-22	" 17,110.90 "	" 17,176.45 "	" 16,942.35 "	" 17,007.40 "
Wednesday	28-Sep-22	" 16,870.55 "	" 17,037.60 "	" 16,820.40 "	" 16,858.60 "
Thursday	29-Sep-22	" 16,993.60 "	" 17,026.05 "	" 16,788.60 "	" 16,818.10 "
Friday	30-Sep-22	" 16,798.05 "	" 17,187.10 "	" 16,747.70 "	" 17,094.35 "
Monday	3-Oct-22	" 17,102.10 "	" 17,114.65 "	" 16,855.55 "	" 16,887.35 "
Tuesday	4-Oct-22	" 17,147.45 "	" 17,287.30 "	" 17,117.30 "	" 17,274.30 "
Thursday	6-Oct-22	" 17,379.25 "	" 17,428.80 "	" 17,315.65 "	" 17,331.80 "
Friday	7-Oct-22	" 17,287.20 "	" 17,337.35 "	" 17,216.95 "	" 17,314.65 "
Monday	10-Oct-22	" 17,094.35 "	" 17,280.15 "	" 17,064.70 "	" 17,241.00 "
Tuesday	11-Oct-22	" 17,256.05 "	" 17,261.80 "	" 16,950.30 "	" 16,983.55 "
Wednesday	12-Oct-22	" 17,025.55 "	" 17,142.35 "	" 16,960.05 "	" 17,123.60 "
Thursday	13-Oct-22	" 17,087.35 "	" 17,112.35 "	" 16,956.95 "	" 17,014.35 "
Friday	14-Oct-22	" 17,322.30 "	" 17,348.55 "	" 17,169.75 "	" 17,185.70 "
Monday	17-Oct-22	" 17,144.80 "	" 17,328.55 "	" 17,098.55 "	" 17,311.80 "
Tuesday	18-Oct-22	" 17,438.75 "	" 17,527.80 "	" 17,434.05 "	" 17,486.95 "
Wednesday	19-Oct-22	" 17,568.15 "	" 17,607.60 "	" 17,472.85 "	" 17,512.25 "
Thursday	20-Oct-22	" 17,423.10 "	" 17,584.15 "	" 17,421.00 "	" 17,563.95 "
Friday	21-Oct-22	" 17,622.85 "	" 17,670.15 "	" 17,520.75 "	" 17,576.30 "
Monday	24-Oct-22	" 17,736.35 "	" 17,777.55 "	" 17,707.40 "	" 17,730.75 "
Tuesday	25-Oct-22	" 17,808.30 "	" 17,811.50 "	" 17,637.00 "	" 17,656.35 "
Thursday	27-Oct-22	" 17,771.40 "	" 17,783.90 "	" 17,654.50 "	" 17,736.95 "
Friday	28-Oct-22	" 17,756.40 "	" 17,838.90 "	" 17,723.70 "	" 17,786.80 "
Monday	31-Oct-22	" 17,910.20 "	" 18,022.80 "	" 17,899.90 "	" 18,012.20 "
Tuesday	1-Nov-22	" 18,130.70 "	" 18,175.80 "	" 18,060.15 "	" 18,145.40 "
Wednesday	2-Nov-22	" 18,177.90 "	" 18,178.75 "	" 18,048.65 "	" 18,082.85 "
Thursday	3-Nov-22	" 17,968.35 "	" 18,106.30 "	" 17,959.20 "	" 18,052.70 "
Friday	4-Nov-22	" 18,053.40 "	" 18,135.10 "	" 18,017.15 "	" 18,117.15 "
Monday	7-Nov-22	" 18,211.75 "	" 18,255.50 "	" 18,064.75 "	" 18,202.80 "
Wednesday	9-Nov-22	" 18,288.25 "	" 18,296.40 "	" 18,117.50 "	" 18,157.00 "
Thursday	10-Nov-22	" 18,044.35 "	" 18,103.10 "	" 17,969.40 "	" 18,028.20 "
Friday	11-Nov-22	" 18,272.35 "	" 18,362.30 "	" 18,259.35 "	" 18,349.70 "
Monday	14-Nov-22	" 18,376.40 "	" 18,399.45 "	" 18,311.40 "	" 18,329.15 "
Tuesday	15-Nov-22	" 18,362.75 "	" 18,427.95 "	" 18,282.00 "	" 18,403.40 "
Wednesday	16-Nov-22	" 18,398.25 "	" 18,442.15 "	" 18,344.15 "	" 18,409.65 "
Thursday	17-Nov-22	" 18,358.70 "	" 18,417.60 "	" 18,312.95 "	" 18,343.90 "
Friday	18-Nov-22	" 18,382.95 "	" 18,394.60 "	" 18,209.80 "	" 18,307.65 "
Monday	21-Nov-22	" 18,246.40 "	" 18,262.30 "	" 18,133.35 "	" 18,159.95 "
Tuesday	22-Nov-22	" 18,179.15 "	" 18,261.85 "	" 18,137.70 "	" 18,244.20 "
Wednesday	23-Nov-22	" 18,325.20 "	" 18,325.40 "	" 18,246.00 "	" 18,267.25 "
Thursday	24-Nov-22	" 18,326.10 "	" 18,529.70 "	" 18,294.25 "	" 18,484.10 "
Friday	25-Nov-22	" 18,528.45 "	" 18,534.90 "	" 18,445.10 "	" 18,512.75 "
Monday	28-Nov-22	" 18,430.55 "	" 18,614.25 "	" 18,365.60 "	" 18,562.75 "
Tuesday	29-Nov-22	" 18,552.45 "	" 18,678.10 "	" 18,552.15 "	" 18,618.05 "
Wednesday	30-Nov-22	" 18,625.70 "	" 18,816.05 "	" 18,616.55 "	" 18,758.35 "
Thursday	1-Dec-22	" 18,871.95 "	" 18,887.60 "	" 18,778.20 "	" 18,812.50 "
Friday	2-Dec-22	" 18,752.40 "	" 18,781.95 "	" 18,639.20 "	" 18,696.10 "
Monday	5-Dec-22	" 18,719.55 "	" 18,728.60 "	" 18,591.35 "	" 18,701.05 "
Tuesday	6-Dec-22	" 18,600.65 "	" 18,654.90 "	" 18,577.90 "	" 18,642.75 "
